"","COSEWICID","SCI_NAME","COM_NAME","TAXON","SAR_STAT","SCHEDULE","CODE","HABITAT","SUITABILITY","SEASON","MAJ_IMPORTANCE"
"178","282","Plestiodon septentrionalis","Prairie Skink","Reptiles","Endangered","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"179","282","Plestiodon septentrionalis","Prairie Skink","Reptiles","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"180","283","Dicamptodon tenebrosus","Coastal Giant Salamander","Amphibians","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"181","283","Dicamptodon tenebrosus","Coastal Giant Salamander","Amphibians","Threatened","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"182","283","Dicamptodon tenebrosus","Coastal Giant Salamander","Amphibians","Threatened","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"183","283","Dicamptodon tenebrosus","Coastal Giant Salamander","Amphibians","Threatened","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"184","290","Bartramia stricta","Rigid Apple Moss","Mosses","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"185","291","Centrocercus urophasianus phaios","Greater Sage-Grouse phaios subspecies","Birds","Extirpated","Schedule 1","-9999","NA","NA","NA","NA"
"186","292","Ardea herodias fannini","Great Blue Heron fannini subspecies","Birds","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"187","305","Centrocercus urophasianus urophasianus","Greater Sage-Grouse urophasianus subspecies","Birds","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"188","333","Aplodontia rufa","Mountain Beaver","Mammals","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"189","333","Aplodontia rufa","Mountain Beaver","Mammals","Special Concern","Schedule 1","3.4","Shrubland - Temperate","Marginal",NA,NA
"190","333","Aplodontia rufa","Mountain Beaver","Mammals","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"191","383","Coluber constrictor mormon","Western Yellow–bellied Racer","Reptiles","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"192","492","Reithrodontomys megalotis dychei","Western Harvest Mouse dychei subspecies","Mammals","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"193","527","Dryopteris arguta","Coastal Wood Fern","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"194","528","Triphysaria versicolor","Bearded Owl–clover","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"195","533","Dalea villosa","Hairy Prairie–clover","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"196","534","Bouteloua dactyloides","Buffalograss","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"197","539","Spea intermontana","Great Basin Spadefoot","Amphibians","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"198","539","Spea intermontana","Great Basin Spadefoot","Amphibians","Threatened","Schedule 1","3.4","Shrubland - Temperate","Suitable","Resident","Yes"
"199","539","Spea intermontana","Great Basin Spadefoot","Amphibians","Threatened","Schedule 1","3.5","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"200","539","Spea intermontana","Great Basin Spadefoot","Amphibians","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"201","539","Spea intermontana","Great Basin Spadefoot","Amphibians","Threatened","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"202","539","Spea intermontana","Great Basin Spadefoot","Amphibians","Threatened","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"203","539","Spea intermontana","Great Basin Spadefoot","Amphibians","Threatened","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"204","541","Plethodon idahoensis","Coeur d'Alene Salamander","Amphibians","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"205","541","Plethodon idahoensis","Coeur d'Alene Salamander","Amphibians","Special Concern","Schedule 1","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident","Yes"
"206","541","Plethodon idahoensis","Coeur d'Alene Salamander","Amphibians","Special Concern","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable","Resident","Yes"
"207","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Resident",NA
"208","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","15.7","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable","Resident",NA
"209","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Resident",NA
"210","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Resident","Yes"
"211","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"212","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","4.6","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable","Resident","Yes"
"213","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"214","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"215","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident","Yes"
"216","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"217","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"218","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"219","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"220","551","Lithobates pipiens","Northern Leopard Frog (Rocky Mountain population)","Amphibians","Endangered","Schedule 1","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident","Yes"
"221","553","Cryptantha minima","Tiny Cryptantha","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"222","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Resident","No"
"223","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","15.1","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Resident","No"
"224","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident","No"
"225","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","15.7","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable","Resident","No"
"226","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","15.8","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable","Resident","No"
"227","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","3.4","Shrubland - Temperate","Suitable","Resident","Yes"
"228","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"229","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"230","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"231","559","Anaxyrus cognatus","Great Plains Toad","Amphibians","Special Concern","Schedule 1","8.2","Desert - Temperate","Suitable","Resident","Yes"
"232","566","Rana aurora","Northern Red–legged Frog","Amphibians","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"233","566","Rana aurora","Northern Red–legged Frog","Amphibians","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"234","566","Rana aurora","Northern Red–legged Frog","Amphibians","Special Concern","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"235","566","Rana aurora","Northern Red–legged Frog","Amphibians","Special Concern","Schedule 1","5.3","Wetlands (inland) - Shrub Dominated Wetlands","Suitable","Resident","Yes"
"236","566","Rana aurora","Northern Red–legged Frog","Amphibians","Special Concern","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident","Yes"
"237","566","Rana aurora","Northern Red–legged Frog","Amphibians","Special Concern","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"238","566","Rana aurora","Northern Red–legged Frog","Amphibians","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"239","573","Anthus spragueii","Sprague's Pipit","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Passage","No"
"240","573","Anthus spragueii","Sprague's Pipit","Birds","Threatened","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable","Passage","No"
"241","573","Anthus spragueii","Sprague's Pipit","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","Yes"
"242","573","Anthus spragueii","Sprague's Pipit","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Non-Breeding Season","Yes"
"243","580","Deschampsia mackenzieana","Mackenzie Hairgrass","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"244","586","Contia tenuis","Sharp–tailed Snake","Reptiles","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"245","586","Contia tenuis","Sharp–tailed Snake","Reptiles","Endangered","Schedule 1","14.2","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"246","586","Contia tenuis","Sharp–tailed Snake","Reptiles","Endangered","Schedule 1","2.2","Savanna - Moist","Suitable",NA,NA
"247","586","Contia tenuis","Sharp–tailed Snake","Reptiles","Endangered","Schedule 1","3.4","Shrubland - Temperate","Suitable",NA,NA
"248","586","Contia tenuis","Sharp–tailed Snake","Reptiles","Endangered","Schedule 1","3.8","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"249","586","Contia tenuis","Sharp–tailed Snake","Reptiles","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"250","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"251","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Non-Breeding Season","Yes"
"252","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"253","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"254","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Breeding Season","Yes"
"255","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"256","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Breeding Season","Yes"
"257","589","Melanerpes lewis","Lewis's Woodpecker","Birds","Threatened","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Non-Breeding Season","Yes"
"258","602","Euchloe ausonides insulanus","Island Marble","Arthropods","Extirpated","Schedule 1","-9999","NA","NA","NA","NA"
"259","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","1.4","Forest - Temperate","Marginal","Resident",NA
"260","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","15.2","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Resident",NA
"261","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","3.4","Shrubland - Temperate","Marginal","Resident",NA
"262","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","4.4","Grassland - Temperate","Marginal","Resident",NA
"263","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"264","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Resident","Yes"
"265","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident","Yes"
"266","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Resident","Yes"
"267","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Resident","Yes"
"268","614","Rana pretiosa","Oregon Spotted Frog","Amphibians","Endangered","Schedule 1","5.9","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident","Yes"
"269","627","Tanacetum huronense var. floccosum","Floccose Tansy","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"270","628","Achillea millefolium var. megacephalum","Large–headed Woolly Yarrow","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"271","630","Salix brachycarpa var. psammophila","Sand–dune Short–capsuled Willow","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"272","631","Ascaphus truei","Coastal Tailed Frog","Amphibians","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
"273","631","Ascaphus truei","Coastal Tailed Frog","Amphibians","Special Concern","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident","Yes"
"274","632","Ascaphus montanus","Rocky Mountain Tailed Frog","Amphibians","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable","Resident","Yes"
